LicensePlate,Categories,DateEnacted,SpecialFee,DistributionOfSpecialFee,StatutoryAuthority,AdditionalRequirements,Notes,Url,Image,ImageUrl,ImageFile
Blue Angels,Military,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds raised through the sale of this new specialty license plate will help the Naval Aviation Museum Foundation a 501(c)(3) non-profit. The Naval Aviation Museum Foundation provides resources to support the National Naval Aviation Museum’s operations, expansion and activities. The Foundation works diligently to raise funding through gifts and memberships. They are dedicated to sustaining Museum activity and advancing STEM education for students through immersive learning programs including the National Flight Academy, a cutting edge, aviation-themed learning adventure.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Blue-Angels-Florida-Specialty-License-Plate-p541908525,blue_angels,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608319097.png,images/blue_angels.png
Bonefish and Tarpon Trust,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Bonefish & Tarpon Trust’s Florida license plate is now available for purchase. Featuring the art of Derek DeYoung, these tarpon license plates are the perfect way to show your commitment to fisheries conservation anywhere the road takes you. Revenues from each plate sold goes to BTT to support our mission to conserve bonefish, tarpon, and permit – the species, their habitats, and the fisheries they support.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Bonefish-and-Tarpon-Trust-Florida-Specialty-License-Plate-p590307765,bonefish_and_tarpon_trust,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608319112.png,images/bonefish_and_tarpon_trust.png
Bronze Star,Military,,25.00,Specialty Tag Distribution: Revenues from the purchase and renewal of this plate supports the State Homes for Veterans Trust Fund.,320.08058 Special Fee,Additional Requirements: This License Plate is only allowed to be purchased by persons who have served and or completed training for specific operations. When purchasing this plate you will be asked to upload documented proof of participation in the operations or special school that this plate represents.,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Bronze-Star-Florida-Specialty-License-Plate-p706627289,bronze_star,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4619135991.jpg,images/bronze_star.jpg
Challenger Columbia,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds received by the Astronauts Memorial Foundation, Inc . , may be used for administrative costs directly associated with the operation of the center and the institute. These funds must be used for the maintenance and support of the operations of the Center for Space Education and the Education Technology Institute operated by the Astronauts Memorial Foundation, Inc. These operations must include pre-service and in-service training in the use of technology for the state’s instructional personnel in a manner consistent with state training programs and approved by the Department of Education. Up to 20% of funds received may be expended for administrative costs directly associated with the operation of the center and the institute.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Challenger-Columbia-Florida-Specialty-License-Plate-p258878720,challenger_columbia,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4915351339.png,images/challenger_columbia.png
Choose Life,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue generated from sales of the Choose Life specialty plate goes to counseling and meeting the physical needs of pregnant women who are committed to placing their children for adoption. Revenue is distributed annually to Choose Life, Inc., along with a report that specifies the ratio that the annual use fees collected by each county bear to the total fees collected for the plates within the state. Choose Life, Inc. distributes each county's share of the funds to nongovernmental, not-for-profit agencies within each Florida county which assist pregnant women who are making an adoption plan for their children. Funds may not be distributed to any agency that is involved or associated with abortion activities, including counseling for or referrals to abortion clinics, providing medical abortion-related procedures, or pro-abortion advertising, and funds may not be distributed to any agency that charges women for services received.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Choose-Life-Florida-Specialty-License-Plate-p258877893,choose_life,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608341658.png,images/choose_life.png
Combat Action Badge,Military,,25.00,Specialty Tag Distribution: Revenues from the purchase and renewal of this plate supports the State Homes for Veterans Trust Fund.,320.08058 Special Fee,Additional Requirements: This License Plate is only allowed to be purchased by persons who have served and or completed training for specific operations. When purchasing this plate you will be asked to upload documented proof of participation in the operations or special school that this plate represents.,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Combat-Action-Badge-Florida-Specialty-License-Plate-p706578241,combat_action_badge,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4619135719.jpg,images/combat_action_badge.jpg
Combat Action Ribbon,Military,,25.00,Specialty Tag Distribution: Revenues from the purchase and renewal of this plate supports the State Homes for Veterans Trust Fund.,320.08058 Special Fee,Additional Requirements: This License Plate is only allowed to be purchased by persons who have served and or completed training for specific operations. When purchasing this plate you will be asked to upload documented proof of participation in the operations or special school that this plate represents.,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Combat-Action-Ribbon-Florida-Specialty-License-Plate-p706627290,combat_action_ribbon,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4619135724.jpg,images/combat_action_ribbon.jpg
Combat Infantry Badge,Military,,25.00,Specialty Tag Distribution: Revenues from the purchase and renewal of this plate supports the State Homes for Veterans Trust Fund.,320.08058 Special Fee,Additional Requirements: This License Plate is only allowed to be purchased by persons who have served and or completed training for specific operations. When purchasing this plate you will be asked to upload documented proof of participation in the operations or special school that this plate represents.,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Combat-Infantry-Badge-Florida-Specialty-License-Plate-p706637001,combat_infantry_badge,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4619159046.jpg,images/combat_infantry_badge.jpg
Combat Medical Badge,Military,,25.00,Specialty Tag Distribution: Revenues from the purchase and renewal of this plate supports the State Homes for Veterans Trust Fund.,320.08058 Special Fee,Additional Requirements: This License Plate is only allowed to be purchased by persons who have served and or completed training for specific operations. When purchasing this plate you will be asked to upload documented proof of participation in the operations or special school that this plate represents.,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Combat-Medical-Badge-Florida-Specialty-License-Plate-p706637002,combat_medical_badge,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4619159051.jpg,images/combat_medical_badge.jpg
Conserve Florida Fisheries,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds from the sale of this license plate support protecting and enhancing saltwater marine resources, expanding habitat restoration efforts, developing saltwater fisheries conservation and enriching coastal environmental education.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Conserve-Florida-Fisheries-Specialty-License-Plate-p541930529,conserve_florida_fisheries,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608319225.png,images/conserve_florida_fisheries.png
Conserve Wildlife,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Supports health and well-being of Florida black bears and other wildlife diversity. Proceeds go to the Wildlife Foundation of Florida, Inc., a citizen support organization created pursuant to s 379.322",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Conserve-Wildlife-Florida-Specialty-License-Plate-p240474515,conserve_wildlife,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608341749.png,images/conserve_wildlife.png
Delta Sigma Theta Sorority Divine Nine,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The revenue collected annually from the sale of Divine Nine specialty license plates will be distributed to the United Negro College Fund, Inc., for college scholarships for Florida residents attending Florida’s historically black colleges and universities; the Association to Preserve African American Society, History and Tradition, Inc.; and to the individual organizations outlined in section 320.08058(101)(b), F.S. to promote community awareness and action through educational, economic, and cultural service activities within the state.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Delta-Sigma-Theta-Sorority-Divine-Nine-Florida-Specialty-License-Plate-p541930539,delta_sigma_theta_sorority_divine_nine,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608396769.png,images/delta_sigma_theta_sorority_divine_nine.png
Discover Florida Horses,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Discover-Florida-Horses-Specialty-License-Plate-p240467684,discover_florida_horses,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608396839.png,images/discover_florida_horses.png
Discover Florida Oceans,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to Ocean, estuarine, or coastal scientific research, conservation, and education projects. Funds from the specialty license plate are distributed to the Hubbs Florida Ocean Fund, Inc., Twenty percent of the funds goes to the Wildlife Foundation of Florida, Inc., to be used for ocean, estuarine, or coastal scientific research, conservation, and education projects.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Discover-Florida-Oceans-Specialty-License-Plate-p240474541,discover_florida_oceans,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4915428151.jpg,images/discover_florida_oceans.jpg
Distinguished Flying Cross,Military,,25.00,Specialty Tag Distribution: Revenues from the purchase and renewal of this plate supports the State Homes for Veterans Trust Fund.,320.08058 Special Fee,Additional Requirements: This License Plate is only allowed to be purchased by persons who have served and or completed training for specific operations. When purchasing this plate you will be asked to upload documented proof of participation in the operations or special school that this plate represents.,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Distinguished-Flying-Cross-Florida-Specialty-License-Plate-p706637003,distinguished_flying_cross,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4619159554.jpg,images/distinguished_flying_cross.jpg
Distinguished Service Cross,Military,,25.00,Specialty Tag Distribution: Revenues from the purchase and renewal of this plate supports the State Homes for Veterans Trust Fund.,320.08058 Special Fee,Additional Requirements: This License Plate is only allowed to be purchased by persons who have served and or completed training for specific operations. When purchasing this plate you will be asked to upload documented proof of participation in the operations or special school that this plate represents.,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Distinguished-Service-Cross-Florida-Specialty-License-Plate-p706627291,distinguished_service_cross,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4619159061.jpg,images/distinguished_service_cross.jpg
Don't Tread On Me Gadsden Flag,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. This new license plate features the slogan “Don’t Tread On Me” accompanied by a black coiled rattlesnake over a yellow background. Funds from the plate will benefit the Florida Veterans Foundation.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Dont-Tread-On-Me-Gadsden-Flag-Florida-License-Plate-p523156336,don_t_tread_on_me_gadsden_flag,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4758633179.jpg,images/don_t_tread_on_me_gadsden_flag.jpg
Ducks Unlimited,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Official Ducks Unlimited Specialty Florida License Plate is now available for purchase. Featuring beautiful artwork, these license plates are the perfect way to show your commitment to bird conservation anywhere the road takes you.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Ducks-Unlimited-Florida-Specialty-License-Plate-p590019894,ducks_unlimited,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4732197590.jpg,images/ducks_unlimited.jpg
Eckerd College,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Eckerd College, for academic enhancement. These funds help Eckerd College grow, expand and enhance the student experience. Are you a Eckerd College alumni? Support your school and switch to this Specialty License Plate today!",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Eckerd-College-Florida-Specialty-License-Plate-p258890917,eckerd_college,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4913077204.jpg,images/eckerd_college.jpg
Edward Waters College,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Edward Waters College, for academic enhancement. These funds help Edward Waters College grow, expand and enhance the student experience. Are you a Edward Waters College alumni? Support your school and switch to this Specialty License Plate today!",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Edward-Waters-College-Florida-Specialty-License-Plate-p258897252,edward_waters_college,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4913077229.jpg,images/edward_waters_college.jpg
Embry Riddle Aeronautical University,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Embry Riddle Aeronautical University, for academic enhancement. These funds help Embry Riddle Aeronautical University grow, expand and enhance the student experience. Are you a Embry Riddle Aeronautical University alumni? Support your school and switch to this Specialty License Plate today!",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Embry-Riddle-Aeronautical-University-Specialty-License-Plate-p265713811,embry_riddle_aeronautical_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4915411007.jpg,images/embry_riddle_aeronautical_university.jpg
End Breast Cancer,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The Florida Breast Cancer Foundation (FBCF) was founded by 3 Miami women in 1993. Originally named The South Florida Breast Cancer Coalition, the organization began as a nonprofit, grassroots organization dedicated to ending breast cancer through advocacy, education, and research. With the introduction of the specialty End Breast Cancer license plate in 2002, a second organization was formed the Florida Breast Cancer Coalition Research Foundation - created to receive the funds from the sale of the plate. A few years later our official name changed to the Florida Breast Cancer Foundation, but our mission and vision remains the same.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/End-Breast-Cancer-Florida-Specialty-License-Plate-p265882043,end_breast_cancer,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4915414057.jpg,images/end_breast_cancer.jpg
Endless Summer,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds are used for programs which include educating the general public regarding the history of surfing as a sport and as a recreational activity; providing support for lifeguards at high risk beaches to aid in the protection of the public who utilize such beaches; providing support for environmentally friendly activities; providing educational programs, including publication of articles and hosting and supporting forums and events; and for developing and supporting activities designed to assist in preserving and protecting the shoreline and the delicate ecosystems residing therein.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Endless-Summer-Florida-Specialty-License-Plate-p238268649,endless_summer,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1674791160.jpg,images/endless_summer.jpg
Everglades River of Grass,Environmental,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Everglades-River-of-Grass-Florida-Specialty-License-Plate-p240474612,everglades_river_of_grass,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4915420802.jpg,images/everglades_river_of_grass.jpg
Everglades University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Everglades University, for academic enhancement. These funds help Everglades University grow, expand and enhance the student experience. Are you a Everglades University alumni? Support your school and switch to this Specialty License Plate today!",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Everglades-University-Florida-Specialty-License-Plate-p542702114,everglades_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3533637336.jpg,images/everglades_university.jpg
Explore Off Road,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees from sales of the plate will be distributed to qualified nonprofit organizations that protect and preserve Florida's natural off-road habitat; educate Floridians about responsible use of the off-road environment; support civilian volunteer programs that promote the use of off-road vehicles to assist law enforcement in situations such as search and rescue; support organized cleanups, trail maintenance, and restoration; or preserve Florida's off-road culture.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Explore-Off-Road-Florida-Specialty-License-Plate-p541927032,explore_off_road,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3528183219.jpg,images/explore_off_road.jpg
FIU,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to FIU for academic enhancement including scholarships.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/FIU-Florida-Specialty-License-Plate-p238208655,fiu,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1674371114.jpg,images/fiu.jpg
FSU,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to FSU for academic enhancement including scholarships.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/FSU-Florida-Specialty-License-Plate-p238208656,fsu,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1674361938.jpg,images/fsu.jpg
Fallen Law Enforcement Officers,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The annual use fees are distributed to the Police and Kids Foundation, Inc., which may use a maximum of 10 percent of the proceeds to promote and market the plate. The remainder of the proceeds will be used by the Police and Kids Foundation, Inc., to invest and reinvest, and the interest earnings will be used for the operation of the Police and Kids Foundation, Inc.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Fallen-Law-Enforcement-Officers-Florida-Specialty-License-Plate-p265847369,fallen_law_enforcement_officers,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819627244.jpg,images/fallen_law_enforcement_officers.jpg
Family First,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to Family First to fund programs, projects, seminars, events, and family resources that promote principles for building marriages, guiding parents, and raising children.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Family-First-Florida-Specialty-License-Plate-p258883124,family_first,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1784896397.jpg,images/family_first.jpg
Family Values,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to Sheridan House, Inc., to be used in the following manner: Up to 5% of the funds for administrative costs directly associated with the operations of Sheridan House, Inc., and up to 20% for promotion and marketing of the license plate. All remaining funds shall be expended by Sheridan House, Inc., to fund residential care programs, family counseling, social services for single parents and their children, resource materials, and facility construction.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Family-Values-Florida-Specialty-License-Plate-p265860197,family_values,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4665607737.jpg,images/family_values.jpg
Fish,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The mission of the Foundation shall be to promote public awareness of and encourage the protection of marine fisheries and coastal habitats.This will be accomplished through displays, classes, seminars, presentations, clinics and other means designed to teach and promote responsible angling, particularly to Florida’s youth.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Fish-Florida-Specialty-License-Plate-p240495171,fish,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1686281543.jpg,images/fish.jpg
Flagler College,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Flagler College, for academic enhancement. These funds help Flagler College grow, expand and enhance the student experience. Are you a Flagler College alumni? Support your school and switch to this Specialty License Plate today!",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Flagler-College-Florida-Specialty-License-Plate-p258902041,flagler_college,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883448902.jpg,images/flagler_college.jpg
Florida A&M University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Florida Agricultural & Mechanical University, Tallahassee, for Academic Advancement.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Florida-A&M-University-Florida-Specialty-License-Plate-p238210485,florida_a_m_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1674357387.jpg,images/florida_a_m_university.jpg
Florida Atlantic University FAU,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to Florida Atlantic University for academic enhancement including scholarships.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Atlantic-University-FAU-Florida-Specialty-License-Plate-p238210491,florida_atlantic_university_fau,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4861660516.png,images/florida_atlantic_university_fau.png
Florida Bay Forever,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to the Florida National Parks Association, The Florida Bay is a vast, shallow-water estuary situated at the end of the Everglades watershed. There is nowhere else in the world quite like it. Its renowned fisheries and diversity of birds and wildlife beckon travelers from around the globe. Generations of families and visitors have discovered the wonder of its untamed wilderness.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Bay-Forever-Specialty-License-Plate-p753506470,florida_bay_forever,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4940501126.png,images/florida_bay_forever.png
Florida College,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Florida College, for academic enhancement. These funds help Florida College grow, expand and enhance the student experience. Are you a Florida College alumni? Support your school and switch to this Specialty License Plate today!",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Florida-College-Specialty-License-Plate-p258899477,florida_college,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883448815.jpg,images/florida_college.jpg
Florida Don't Tread On Me Gadsden Flag,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. This new license plate features the slogan “Don’t Tread On Me” accompanied by a black coiled rattlesnake over a yellow background. Funds from the plate will benefit the Florida Veterans Foundation.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Dont-Tread-On-Me-Gadsden-Flag-License-Plate-p492656847,florida_don_t_tread_on_me_gadsden_flag,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4758641630.jpg,images/florida_don_t_tread_on_me_gadsden_flag.jpg
Florida Gulf Coast,Universities,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees from sales of the plate support the Florida Gulf Coast University. The Florida Gulf Coast University specialty license plate was enacted by the Florida Legislature in 1996. This is the first redesign of the plate.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Gulf-Coast-Specialty-License-Plate-p541921780,florida_gulf_coast,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3528521772.png,images/florida_gulf_coast.png
Florida Gulf Coast University,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Florida Gulf Coast University, for academic enhancement. These funds help Florida Gulf Coast University grow, expand and enhance the student experience. Are you a Florida Gulf Coast University alumni? Support your school and switch to this Specialty License Plate today!",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Gulf-Coast-University-Specialty-License-Plate-p258897474,florida_gulf_coast_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785003126.jpg,images/florida_gulf_coast_university.jpg
